    4.0164    0.0000
    4.0308    0.0000
    4.0452    0.0000
    4.0597    0.0000
    4.0741    0.0000
    4.0885    0.0000
    4.1030    0.0000
    4.1174    0.0000
    4.1318    0.0000
    4.1463    0.0000
    4.1610    0.0000
    4.1757    0.0000
    4.1904    0.0000
    4.2051    0.0000
    4.2198    0.0000
    4.2345    0.0000
    4.2492    0.0000
    4.2639    0.0000
    4.2786    0.0000
    4.2933    0.0000
    4.3080    0.0000
    4.3227    0.0000
    4.3374    0.0000
    4.3521    0.0000
    4.3669    0.0000
    4.3816    0.0000
    4.3963    0.0000
    4.4110    0.0000
    4.4257    0.0000
    4.4404    0.0000
    4.4551    0.0000
    4.4698    0.0000
    4.4845    0.0000
    4.4992    0.0000
    4.5139    0.0000
    4.5286    0.0000
    4.5433    0.0000
    4.5580    0.0000
    4.5727    0.0000
    4.5874    0.0000
    4.6021    0.0000
    4.6169    0.0000
    4.6316    0.0000
    4.6463    0.0000
    4.6604    0.0000
    4.6746    0.0000
    4.6887    0.0000
    4.7028    0.0000
    4.7170    0.0000
    4.7311    0.0000
    4.7453    0.0000
    4.7594    0.0000
    4.7735    0.0000
    4.7877    0.0000
    4.8018    0.0000
    4.8160    0.0000
    4.8301    0.0000
    4.8443    0.0000
    4.8584    0.0000
    4.8725    0.0000
    4.8867    0.0000
    4.9008    0.0000
    4.9150    0.0000
    4.9291    0.0000
    4.9432    0.0000
    4.9574    0.0000
    4.9715    0.0000
    4.9857    0.0000
    4.9998    0.0000
    5.0140    0.0000
    5.0281    0.0000
    5.0422    0.0000
    5.0564    0.0000
    5.0705    0.0000
    5.0847    0.0000
    5.0988    0.0000
    5.1130    0.0000
    5.1271    0.0000
    5.1412    0.0000
    5.1554    0.0000
    5.1695    0.0000
    5.1837    0.0000
    5.1978    0.0000
    5.2119    0.0000
    5.2261    0.0000
    5.2402    0.0000
    5.2544    0.0000
    5.2685    0.0000
    5.2827    0.0000
    5.2968    0.0000
    5.3109    0.0000
    5.3251    0.0000
    5.3392    0.0000
    5.3534    0.0000
    0.0000    1.0000
    0.0143    1.0000
    0.0287    1.0000
    0.0430    1.0000
    0.0573    1.0000
    0.0717    1.0000
    0.0860    1.0000
    0.1003    1.0000
    0.1147    1.0000
    0.1290    1.0000
    0.1433    1.0000
    0.1577    1.0000
    0.1720    1.0000
    0.1863    1.0000
    0.2007    1.0000
    0.2150    1.0000
    0.2293    1.0000
    0.2437    1.0000
    0.2580    1.0000
    0.2723    1.0000
    0.2867    1.0000
    0.3010    1.0000
    0.3153    1.0000
    0.3297    1.0000
    0.3440    1.0000
    0.3583    1.0000
    0.3727    1.0000
    0.3870    0.9999
    0.4013    0.9999
    0.4157    0.0000
    0.4300    0.0000
    0.4443    0.0000
    0.4587    0.0000
    0.4730    0.0000
    0.4873    0.0000
    0.5017    0.0000
    0.5160    0.0000
    0.5303    0.0000
    0.5447    0.0000
    0.5590    0.0000
    0.5733    0.0000
    0.5877    0.0000
    0.6020    0.0000
    0.6163    0.0000
    0.6307    0.0012
    0.6450    0.0000
    0.6593    0.0000
    0.6737    0.0000
    0.6880    0.0000
    0.7023    0.0000
    0.7167    0.0000
    0.7310    0.0000
    0.7453    0.0000
    0.7597    0.0000
    0.7740    0.0000
    0.7883    0.0000
    0.8027    0.0000
    0.8170    0.0000
    0.8313    0.0000
    0.8457    0.0000
    0.8600    0.0000
    0.8743    0.0000
    0.8887    0.0000
    0.9030    0.0000
    0.9173    0.0000
    0.9317    0.0000
    0.9460    0.0000
    0.9603    0.0000
    0.9747    0.0000
    0.9890    0.0000
    1.0033    0.0000
    1.0177    0.0000
    1.0320    0.0000
    1.0463    0.0000
    1.0607    0.0000
    1.0607    0.0000
    1.0754    0.0000
    1.0901    0.0000
    1.1049    0.0000
    1.1196    0.0000
    1.1343    0.0000
    1.1490    0.0000
    1.1638    0.0000
    1.1785    0.0000
    1.1932    0.0000
    1.2080    0.0000
    1.2227    0.0000
    1.2374    0.0000
    1.2522    0.0000
    1.2669    0.0000
    1.2816    0.0000
    1.2964    0.0000
    1.3111    0.0000
    1.3258    0.0000
    1.3406    0.0000
    1.3553    0.0000
    1.3700    0.0000
    1.3848    0.0000
    1.3995    0.0000
    1.4142    0.0000
    1.4285    0.0000
    1.4428    0.0000
    1.4571    0.0000
    1.4714    0.0000
    1.4856    0.0000
    1.4999    0.0000
    1.5142    0.0000
    1.5285    0.0000
    1.5428    0.0000
    1.5571    0.0000
    1.5714    0.0000
    1.5856    0.0000
    1.5999    0.0000
    1.6142    0.0000
    1.6285    0.0000
    1.6428    0.0000
    1.6571    0.0000
    1.6714    0.0000
    1.6856    0.0000
    1.6999    0.0000
    1.7142    0.0000
    1.7285    0.0000
    1.7428    0.0000
    1.7571    0.0000
    1.7714    0.0000
    1.7856    0.0000
    1.7999    0.0000
    1.8142    0.0001
    1.8285    0.0001
    1.8428    0.0001
    1.8571    0.0002
    1.8714    0.0003
    1.8856    0.0007
    1.8999    0.0026
    1.9142    0.5000
    1.9285    0.9973
    1.9428    0.9993
    1.9571    0.9997
    1.9714    0.9998
    1.9856    0.9999
    1.9999    0.9999
    2.0142    0.9999
    2.0285    0.9999
    2.0428    0.9999
    2.0571    0.9999
    2.0714    0.9999
    2.0856    0.9999
    2.0999    0.9999
    2.1142    1.0000
    2.1285    1.0000
    2.1428    1.0000
    2.1571    1.0000
    2.1714    1.0000
    2.1856    1.0000
    2.1999    1.0000
    2.2142    1.0000
    2.2285    1.0000
    2.2428    1.0000
    2.2571    1.0000
    2.2714    1.0000
    2.2856    1.0000
    2.2999    1.0000
    2.3142    1.0000
    2.3285    1.0000
    2.3428    1.0000
    2.3571    1.0000
    2.3714    1.0000
    2.3856    1.0000
    2.3999    1.0000
    2.4142    1.0000
    2.4286    1.0000
    2.4431    1.0000
    2.4575    1.0000
    2.4720    1.0000
    2.4864    1.0000
    2.5008    1.0000
    2.5153    1.0000
    2.5297    1.0000
    2.5441    1.0000
    2.5586    1.0000
    2.5730    1.0000
    2.5874    1.0000
    2.6019    1.0000
    2.6163    1.0000
    2.6307    1.0000
    2.6452    1.0000
    2.6596    1.0000
    2.6740    1.0000
    2.6885    1.0000
    2.7029    1.0000
    2.7173    1.0000
    2.7318    1.0000
    2.7462    1.0000
    2.7606    1.0000
    2.7751    1.0000
    2.7895    1.0000
    2.8039    0.9999
    2.8184    0.9999
    2.8328    0.9999
    2.8472    0.5000
    2.8617    0.0000
    2.8761    0.0000
    2.8905    0.0000
    2.9050    0.0000
    2.9194    0.0000
    2.9338    0.0000
    2.9483    0.0000
    2.9627    0.0000
    2.9771    0.0000
    2.9916    0.0000
    3.0060    0.0000
    3.0204    0.0000
    3.0349    0.0000
    3.0493    0.0000
    3.0637    0.0000
    3.0782    0.0000
    3.0926    0.0000
    3.1070    0.0000
    3.1215    0.0000
    3.1359    0.0000
    3.1503    0.0000
    3.1648    0.0000
    3.1792    0.0000
    3.1936    0.0000
    3.2081    0.0000
    3.2225    0.0000
    3.2369    0.0000
    3.2514    0.0000
    3.2658    0.0000
    3.2802    0.0000
    3.2947    0.0000
    3.3091    0.0000
    3.3235    0.0000
    3.3380    0.0000
    3.3524    0.0000
    3.3668    0.0000
    3.3813    0.0000
    3.3957    0.0000
    3.4101    0.0000
    3.4246    0.0000
    3.4390    0.0000
    3.4534    0.0000
    3.4679    0.0000
    3.4823    0.0000
    3.4967    0.0000
    3.5112    0.0000
    3.5256    0.0000
    3.5400    0.0000
    3.5545    0.0000
    3.5689    0.0000
    3.5833    0.0000
    3.5978    0.0000
    3.6122    0.0000
    3.6266    0.0000
    3.6411    0.0000
    3.6555    0.0000
    3.6699    0.0000
    3.6844    0.0000
    3.6988    0.0000
    3.7132    0.0000
    3.7277    0.0000
    3.7421    0.0000
    3.7566    0.0000
    3.7710    0.0000
    3.7854    0.0000
    3.7999    0.0000
    3.8143    0.0000
    3.8287    0.0000
    3.8432    0.0000
    3.8576    0.0000
    3.8720    0.0000
    3.8865    0.0000
    3.9009    0.0000
    3.9153    0.0000
    3.9298    0.0000
    3.9442    0.0000
    3.9586    0.0000
    3.9731    0.0000
    3.9875    0.0000
    4.0019    0.0000
    4.0164    0.0000
    4.0308    0.0000
    4.0452    0.0000
    4.0597    0.0000
    4.0741    0.0000
    4.0885    0.0000
    4.1030    0.0000
    4.1174    0.0000
    4.1318    0.0000
    4.1463    0.0000
    4.1610    0.0000
    4.1757    0.0000
    4.1904    0.0000
    4.2051    0.0000
    4.2198    0.0000
    4.2345    0.0000
    4.2492    0.0000
    4.2639    0.0000
    4.2786    0.0000
    4.2933    0.0000
    4.3080    0.0000
    4.3227    0.0000
    4.3374    0.0000
    4.3521    0.0000
    4.3669    0.0000
    4.3816    0.0000
    4.3963    0.0000
    4.4110    0.0000
    4.4257    0.0000
    4.4404    0.0000
    4.4551    0.0000
    4.4698    0.0000
    4.4845    0.0000
    4.4992    0.0000
    4.5139    0.0000
    4.5286    0.0000
    4.5433    0.0000
    4.5580    0.0000
    4.5727    0.0000
    4.5874    0.0000
    4.6021    0.0000
    4.6169    0.0000
    4.6316    0.0000
    4.6463    0.0000
    4.6604    0.0000
    4.6746    0.0000
    4.6887    0.0000
    4.7028    0.0000
    4.7170    0.0000
    4.7311    0.0000
    4.7453    0.0000
    4.7594    0.0000
    4.7735    0.0000
    4.7877    0.0000
    4.8018    0.0000
    4.8160    0.0000
    4.8301    0.0000
    4.8443    0.0000
    4.8584    0.0000
    4.8725    0.0000
    4.8867    0.0000
    4.9008    0.0000
    4.9150    0.0000
    4.9291    0.0000
    4.9432    0.0000
    4.9574    0.0000
    4.9715    0.0000
    4.9857    0.0000
    4.9998    0.0000
    5.0140    0.0000
    5.0281    0.0000
    5.0422    0.0000
    5.0564    0.0000
    5.0705    0.0000
    5.0847    0.0000
    5.0988    0.0000
    5.1130    0.0000
    5.1271    0.0000
    5.1412    0.0000
    5.1554    0.0000
    5.1695    0.0000
    5.1837    0.0000
    5.1978    0.0000
    5.2119    0.0000
    5.2261    0.0000
    5.2402    0.0000
    5.2544    0.0000
    5.2685    0.0000
    5.2827    0.0000
    5.2968    0.0000
    5.3109    0.0000
    5.3251    0.0000
    5.3392    0.0000
    5.3534    0.0000
    0.0000    1.0000
    0.0143    1.0000
    0.0287    1.0000
    0.0430    1.0000
    0.0573    1.0000
    0.0717    1.0000
    0.0860    1.0000
    0.1003    1.0000
    0.1147    1.0000
    0.1290    1.0000
    0.1433    1.0000
    0.1577    1.0000
    0.1720    1.0000
    0.1863    1.0000
    0.2007    1.0000
    0.2150    0.0000
    0.2293    0.0000
    0.2437    0.0000
    0.2580    0.0000
    0.2723    0.0000
    0.2867    0.0000
    0.3010    0.0000
    0.3153    0.0000
    0.3297    0.0000
    0.3440    0.0000
    0.3583    0.0000
    0.3727    0.0000
    0.3870    0.0000
    0.4013    0.0000
    0.4157    0.0000
    0.4300    0.0000
    0.4443    0.0000
    0.4587    0.0000
    0.4730    0.0000
    0.4873    0.0000
    0.5017    0.0000
    0.5160    0.0000
    0.5303    0.0000
    0.5447    0.0000
    0.5590    0.0000
    0.5733    0.0000
    0.5877    0.0000
    0.6020    0.0000
    0.6163    0.0000
    0.6307    0.9983
    0.6450    0.9995
    0.6593    0.0000
    0.6737    0.0000
    0.6880    0.0000
    0.7023    0.0000
    0.7167    0.0000
    0.7310    0.0000
    0.7453    0.0000
    0.7597    0.0000
    0.7740    0.0002
    0.7883    0.0000
    0.8027    0.0000
    0.8170    0.0000
    0.8313    0.0000
    0.8457    0.0000
    0.8600    0.0000
    0.8743    0.0000
    0.8887    0.0000
    0.9030    0.0000
    0.9173    0.0000
    0.9317    0.0000
    0.9460    0.0000
    0.9603    0.0000
    0.9747    0.0000
    0.9890    0.0000
    1.0033    0.0000
    1.0177    0.0000
    1.0320    0.0000
    1.0463    0.0000
    1.0607    0.0000
    1.0607    0.0000
    1.0754    0.0000
    1.0901    0.0000
    1.1049    0.0000
    1.1196    0.0000
    1.1343    0.0000
    1.1490    0.0000
    1.1638    0.0000
    1.1785    0.0000
    1.1932    0.0000
    1.2080    0.0000
    1.2227    0.0000
    1.2374    0.0000
    1.2522    0.0000
    1.2669    0.0000
    1.2816    0.0000
    1.2964    0.0000
    1.3111    0.0000
    1.3258    0.0000
    1.3406    0.0000
    1.3553    0.0000
    1.3700    0.0000
    1.3848    0.0000
    1.3995    0.0000
    1.4142    0.0000
    1.4285    0.0000
    1.4428    0.0000
    1.4571    0.0000
    1.4714    0.0000
    1.4856    0.0000
    1.4999    0.0000
    1.5142    0.0000
    1.5285    0.0000
    1.5428    0.0000
    1.5571    0.0000
    1.5714    0.0000
    1.5856    0.0000
    1.5999    0.0000
    1.6142    0.0000
    1.6285    0.0000
    1.6428    0.0000
    1.6571    0.0000
    1.6714    0.0000
    1.6856    0.0000
    1.6999    0.0000
    1.7142    0.0000
    1.7285    0.0000
    1.7428    0.0000
    1.7571    0.0000
    1.7714    0.0000
    1.7856    0.0000
    1.7999    0.0000
    1.8142    0.0000
    1.8285    0.0000
    1.8428    0.0000
    1.8571    0.9996
    1.8714    0.9997
    1.8856    0.9993
    1.8999    0.9973
    1.9142    0.5000
    1.9285    0.0026
    1.9428    0.0007
    1.9571    0.0003
    1.9714    0.0002
    1.9856    0.0000
    1.9999    0.0000
    2.0142    0.0000
    2.0285    0.0000
    2.0428    0.0000
    2.0571    0.0000
    2.0714    0.0000
    2.0856    0.0000
    2.0999    0.0000
    2.1142    0.0000
    2.1285    0.0000
    2.1428    0.0000
    2.1571    0.0000
    2.1714    0.0000
    2.1856    0.0000
    2.1999    0.0000
    2.2142    1.0000
    2.2285    1.0000
    2.2428    1.0000
    2.2571    1.0000
    2.2714    1.0000
    2.2856    1.0000
    2.2999    1.0000
    2.3142    1.0000
    2.3285    1.0000
    2.3428    1.0000
    2.3571    1.0000
    2.3714    1.0000
    2.3856    1.0000
    2.3999    1.0000
    2.4142    1.0000
    2.4286    1.0000
    2.4431    1.0000
    2.4575    1.0000
    2.4720    1.0000
    2.4864    1.0000
    2.5008    1.0000
    2.5153    1.0000
    2.5297    1.0000
    2.5441    1.0000
    2.5586    1.0000
    2.5730    1.0000
    2.5874    1.0000
    2.6019    1.0000
    2.6163    0.0000
    2.6307    0.0000
    2.6452    0.0000
    2.6596    0.0000
    2.6740    0.0000
    2.6885    0.0000
    2.7029    0.0000
    2.7173    0.0000
    2.7318    0.0000
    2.7462    0.0000
    2.7606    0.0000
    2.7751    0.0000
    2.7895    0.0000
    2.8039    0.0000
    2.8184    0.0000
    2.8328    0.0000
    2.8472    0.5000
    2.8617    0.9999
    2.8761    0.9999
    2.8905    0.9999
    2.9050    0.9999
    2.9194    0.9999
    2.9338    0.9999
    2.9483    0.9999
    2.9627    0.9999
    2.9771    0.9999
    2.9916    0.9999
    3.0060    0.9998
    3.0204    0.9998
    3.0349    0.9998
    3.0493    0.9997
    3.0637    0.9996
    3.0782    0.9995
    3.0926    0.0000
    3.1070    0.0000
    3.1215    0.0000
    3.1359    0.0000
    3.1503    0.0000
    3.1648    0.0000
    3.1792    0.0000
    3.1936    0.0000
    3.2081    0.0000
    3.2225    0.0000
    3.2369    0.0000
    3.2514    0.0000
    3.2658    0.0000
    3.2802    0.0000
    3.2947    0.0000
    3.3091    0.0000
    3.3235    0.0000
    3.3380    0.0000
    3.3524    0.0000
    3.3668    0.0000
    3.3813    0.0000
    3.3957    0.0000
    3.4101    0.0000
    3.4246    0.0000
    3.4390    0.0000
    3.4534    0.0000
    3.4679    0.0000
    3.4823    0.0003
    3.4967    0.0002
    3.5112    0.0002
    3.5256    0.0001
    3.5400    0.0001
    3.5545    0.0001
    3.5689    0.0001
    3.5833    0.0000
    3.5978    0.0000
    3.6122    0.0000
    3.6266    0.0000
    3.6411    0.0000
    3.6555    0.0000
    3.6699    0.0000
    3.6844    0.0000
    3.6988    0.0000
    3.7132    0.0000
    3.7277    0.0000
    3.7421    0.0000
    3.7566    0.0000
    3.7710    0.0000
    3.7854    0.0000
    3.7999    0.0000
    3.8143    0.0000
    3.8287    0.0000
    3.8432    0.0000
    3.8576    0.0000
    3.8720    0.0000
    3.8865    0.0000
    3.9009    0.0000
    3.9153    0.0000
    3.9298    0.0000
    3.9442    0.0000
    3.9586    0.0000
    3.9731    0.0000
    3.9875    0.0000
    4.0019    0.0000
    4.0164    0.0000
    4.0308    0.0000
    4.0452    0.0000
    4.0597    0.0000
    4.0741    0.0000
    4.0885    0.0000
    4.1030    0.0000
    4.1174    0.0000
    4.1318    0.0000
    4.1463    0.0000
    4.1610    0.0000
    4.1757    0.0000
    4.1904    0.0000
    4.2051    0.0000
    4.2198    0.0000
    4.2345    0.0000
    4.2492    0.0000
    4.2639    0.0000
    4.2786    0.0000
    4.2933    0.0000
    4.3080    0.0000
    4.3227    0.0000
    4.3374    0.0000
    4.3521    0.0000
    4.3669    0.0000
    4.3816    0.0000
    4.3963    0.0000
    4.4110    0.0000
    4.4257    0.0000
    4.4404    0.0000
    4.4551    0.0000
    4.4698    0.0000
    4.4845    0.0000
    4.4992    0.0000
    4.5139    0.0000
    4.5286    0.0000
    4.5433    0.0000
    4.5580    0.0000
    4.5727    0.0000
    4.5874    0.0000
    4.6021    0.0000
    4.6169    0.0000
    4.6316    0.0000
    4.6463    0.0000
    4.6604    0.0000
    4.6746    0.0000
    4.6887    0.0000
    4.7028    0.0000
    4.7170    0.0000
    4.7311    0.0000
    4.7453    0.0000
    4.7594    0.0000
    4.7735    0.0000
    4.7877    0.0000
    4.8018    0.0000
    4.8160    0.0000
    4.8301    0.0000
    4.8443    0.0000
    4.8584    0.0000
    4.8725    0.0000
    4.8867    0.0000
    4.9008    0.0000
    4.9150    0.0000
    4.9291    0.0000
    4.9432    0.0000
    4.9574    0.0000
    4.9715    0.0000
    4.9857    0.0000
    4.9998    0.0000
    5.0140    0.0000
    5.0281    0.0000
    5.0422    0.0000
    5.0564    0.0000
    5.0705    0.0000
    5.0847    0.0000
    5.0988    0.0000
    5.1130    0.0000
    5.1271    0.0000
    5.1412    0.0000
    5.1554    0.0000
    5.1695    0.0000
    5.1837    0.0000
    5.1978    0.0000
    5.2119    0.0000
    5.2261    0.0000
    5.2402    0.0000
    5.2544    0.0000
    5.2685    0.0000
    5.2827    0.0000
    5.2968    0.0000
    5.3109    0.0000
    5.3251    0.0000
    5.3392    0.0000
    5.3534    0.0000
    0.0000    0.0000
    0.0143    0.0000
    0.0287    0.0000
    0.0430    0.0000
    0.0573    0.0000
    0.0717    0.0000
    0.0860    0.0000
    0.1003    0.0000
    0.1147    0.0000
    0.1290    0.0000
    0.1433    0.0000
    0.1577    0.0000
    0.1720    0.0000
    0.1863    0.0000
    0.2007    0.0000
    0.2150    0.0000
    0.2293    0.0000
    0.2437    0.0000
    0.2580    0.0000
    0.2723    0.0000
    0.2867    0.0000
    0.3010    0.0000
    0.3153    0.0000
    0.3297    0.0000
    0.3440    0.0000
    0.3583    0.0000
    0.3727    0.0000
    0.3870    0.0000
    0.4013    0.0000
    0.4157    0.9999
    0.4300    0.9999
    0.4443    0.9999
    0.4587    0.9994
    0.4730    0.0010
    0.4873    0.0001
    0.5017    0.0000
    0.5160    0.0000
    0.5303    0.0000
    0.5447    0.0000
    0.5590    0.0000
    0.5733    0.0000
    0.5877    0.0000
    0.6020    0.0000
    0.6163    0.0000
    0.6307    0.0000
    0.6450    0.0000
    0.6593    0.0000
    0.6737    0.0000
    0.6880    0.0000
    0.7023    0.0000
    0.7167    0.0000
    0.7310    0.0000
    0.7453    0.0000
    0.7597    0.0000
    0.7740    0.0000
    0.7883    0.0000
    0.8027    0.0000
    0.8170    0.0000
    0.8313    0.0000
    0.8457    0.0000
    0.8600    0.0000
    0.8743    0.0000
    0.8887    0.0000
    0.9030    0.0000
    0.9173    0.0000
    0.9317    0.0000
    0.9460    0.0000
    0.9603    0.0000
    0.9747    0.0000
    0.9890    0.0000
    1.0033    0.0000
    1.0177    0.0000
    1.0320    0.0000
    1.0463    0.0000
    1.0607    0.0000
    1.0607    0.0000
    1.0754    0.0000
    1.0901    0.0000
    1.1049    0.0000
    1.1196    0.0000
    1.1343    0.0000
    1.1490    0.0000
    1.1638    0.0000
    1.1785    0.0000
    1.1932    0.0000
    1.2080    0.0000
    1.2227    0.0000
    1.2374    0.0000
    1.2522    0.0000
    1.2669    0.0000
    1.2816    0.0000
    1.2964    0.0000
    1.3111    0.0000
    1.3258    0.0000
    1.3406    0.0000
    1.3553    0.0000
    1.3700    0.0000
    1.3848    0.0000
    1.3995    0.0000
    1.4142    0.0000
    1.4285    0.0000
    1.4428    0.0000
    1.4571    0.0000
    1.4714    0.0000
    1.4856    0.0000
    1.4999    0.0000
    1.5142    0.0000
    1.5285    0.0000
    1.5428    0.0000
    1.5571    0.0000
    1.5714    0.0000
    1.5856    0.0000
    1.5999    0.0000
    1.6142    0.0000
    1.6285    0.0000
    1.6428    0.0000
    1.6571    0.0000
    1.6714    0.0000
    1.6856    0.0000
    1.6999    0.0000
    1.7142    0.0000
    1.7285    0.0000
    1.7428    0.0000
    1.7571    0.0000
    1.7714    0.0000
    1.7856    0.0000
    1.7999    0.0000
    1.8142    0.0000
    1.8285    0.0000
    1.8428    0.0000
    1.8571    0.9996
    1.8714    0.9997
    1.8856    0.9993
    1.8999    0.9973
    1.9142    0.5000
    1.9285    0.0026
    1.9428    0.0007
    1.9571    0.0003
    1.9714    0.0002
    1.9856    0.0000
    1.9999    0.0000
    2.0142    0.0000
    2.0285    0.0000
    2.0428    0.0000
    2.0571    0.0000
    2.0714    0.0000
    2.0856    0.0000
    2.0999    0.0000
    2.1142    0.0000
    2.1285    0.0000
