      0.00000000      3.00000000      0.00000000
      0.00000000      3.03015075      0.00000000
      0.00000000      3.06030151      0.00000000
      0.00000000      3.09045226      0.00000000
      0.00000000      3.12060302      0.00000000
      0.00000000      3.15075377      0.00000000
      0.00000000      3.18090452      0.00000000
      0.00000000      3.21105528      0.00000000
      0.00000000      3.24120603      0.00000000
      0.00000000      3.27135678      0.00000000
      0.00000000      3.30150754      0.00000000
      0.00000000      3.33165829      0.00000000
      0.00000000      3.36180905      0.00000000
      0.00000000      3.39195980      0.00000000
      0.00000000      3.42211055      0.00000000
      0.00000000      3.45226131      0.00000000
      0.00000000      3.48241206      0.00000000
      0.00000000      3.51256281      0.00000003
      0.00000000      3.54271357      0.00000102
      0.00000000      3.57286432      0.00001327
      0.00000000      3.60301508      0.00006573
      0.00000000      3.63316583      0.00015061
      0.00000000      3.66331658      0.00029668
      0.00000000      3.69346734      0.00062718
      0.00000000      3.72361809      0.00091111
      0.00000000      3.75376884      0.00092865
      0.00000000      3.78391960      0.00099298
      0.00000000      3.81407035      0.00106014
      0.00000000      3.84422111      0.00073046
      0.00000000      3.87437186      0.00030419
      0.00000000      3.90452261      0.00009176
      0.00000000      3.93467337      0.00007789
      0.00000000      3.96482412      0.00037268
      0.00000000      3.99497487      0.00095881
      0.00000000      4.02512563      0.00134516
      0.00000000      4.05527638      0.00124916
      0.00000000      4.08542714      0.00105040
      0.00000000      4.11557789      0.00122847
      0.00000000      4.14572864      0.00149011
      0.00000000      4.17587940      0.00110234
      0.00000000      4.20603015      0.00053954
      0.00000000      4.23618090      0.00022751
      0.00000000      4.26633166      0.00007268
      0.00000000      4.29648241      0.00001216
      0.00000000      4.32663317      0.00000084
      0.00000000      4.35678392      0.00000002
      0.00000000      4.38693467      0.00000000
      0.00000000      4.41708543      0.00000000
      0.00000000      4.44723618      0.00000000
      0.00000000      4.47738693      0.00000000
      0.00000000      4.50753769      0.00000000
      0.00000000      4.53768844      0.00000000
      0.00000000      4.56783920      0.00000000
      0.00000000      4.59798995      0.00000000
      0.00000000      4.62814070      0.00000000
      0.00000000      4.65829146      0.00000000
      0.00000000      4.68844221      0.00000000
      0.00000000      4.71859296      0.00000000
      0.00000000      4.74874372      0.00000000
      0.00000000      4.77889447      0.00000000
      0.00000000      4.80904523      0.00000000
      0.00000000      4.83919598      0.00000000
      0.00000000      4.86934673      0.00000000
      0.00000000      4.89949749      0.00000000
